,orbs_ratio,number_of_matches,number_good_matches,hamming_dct_post_resize_and_gray,descriptors_generation_time(ns),matcher_computation_time(ns)
88,0.009302325581395349,412,4,20,0,0
89,0.0,420,0,32,0,0
90,0.5835866261398176,329,192,12,0,0
91,0.006896551724137931,412,3,36,0,0
92,0.007058823529411765,425,3,32,15625000,15625000
93,0.8125,352,286,0,0,0
94,0.006772009029345372,436,3,22,15625000,15625000
95,0.009195402298850575,412,4,36,15625000,15625000
96,0.13317757009345793,425,57,14,0,0
97,0.8759894459102903,377,332,0,0,0
98,1.0,435,435,0,0,0
99,0.00477326968973747,410,2,38,0,0
100,0.44761904761904764,420,188,22,15625000,15625000
101,0.48072562358276644,433,212,8,0,0
102,0.01182033096926714,417,5,40,0,0
103,0.00234192037470726,427,1,30,0,0
104,0.017412935323383085,402,7,30,0,0
105,0.5749385749385749,388,234,6,0,0
106,0.004739336492890996,422,2,28,0,0
107,0.0023923444976076554,418,1,30,15625000,15625000
108,0.5579710144927537,414,231,6,0,0
109,1.0,384,384,0,0,0
110,1.0,434,434,0,0,0
111,1.0,428,428,0,0,0
112,0.7439024390243902,410,305,0,0,0
113,1.0,420,420,0,0,0
114,0.02097902097902098,429,9,24,15625000,15625000
115,1.0,424,424,0,0,125000000
116,0.9593023255813954,343,330,0,15625000,15625000
117,0.4679144385026738,374,175,18,0,0
118,0.3488943488943489,403,142,22,0,125000000
119,0.013986013986013986,429,6,24,0,0
120,0.5614849187935035,430,242,0,15625000,15625000
121,1.0,444,444,0,15625000,15625000
122,0.5691244239631337,431,247,12,15625000,15625000
123,0.04239401496259352,398,17,36,0,0
124,0.408675799086758,438,179,8,0,0
125,0.9202127659574468,371,346,0,0,0
126,1.0,428,428,0,15625000,15625000
127,0.7333333333333333,420,308,2,0,0
128,0.005235602094240838,375,2,24,0,0
129,0.632183908045977,435,275,0,0,0
130,0.004807692307692308,397,2,28,0,0
131,0.0024330900243309003,384,1,26,15625000,15625000
132,1.0,421,421,0,0,0
133,0.0072992700729927005,411,3,22,0,0
134,0.0,429,0,26,0,125000000
135,1.0,376,376,0,0,0
136,1.0,426,426,0,0,0
137,0.80622009569378,418,337,2,15625000,15625000
138,0.9953161592505855,427,425,0,15625000,15625000
139,0.3333333333333333,428,143,12,0,0
140,1.0,357,357,0,0,0
141,0.007159904534606206,419,3,32,0,0
142,1.0,428,428,0,15625000,15625000
143,0.8883374689826302,403,358,0,0,0
144,0.576036866359447,434,250,12,0,0
145,0.8034825870646766,400,323,2,0,125000000
146,0.36470588235294116,425,155,10,0,0
147,1.0,430,430,0,0,0
148,1.0,421,421,0,0,0
149,0.8140096618357487,409,337,2,0,0
150,1.0,384,384,0,15625000,15625000
151,0.34894613583138173,420,149,16,0,0
152,0.0892018779342723,420,38,18,0,0
153,1.0,411,411,0,15625000,15625000
154,0.7713567839195979,393,307,0,0,0
155,0.004901960784313725,404,2,36,15625000,15625000
156,0.3439024390243902,408,141,26,0,0
157,0.004662004662004662,396,2,32,0,0
158,0.38927738927738925,429,167,10,0,0
159,1.0,411,411,0,0,0
160,0.004640371229698376,431,2,26,15625000,15625000
161,0.33793103448275863,434,147,10,0,0
162,0.004662004662004662,429,2,28,0,0
163,0.0024449877750611247,251,1,30,15625000,15625000
164,1.0,421,421,0,0,125000000
165,0.01881720430107527,372,7,30,15625000,15625000
166,0.009280742459396751,404,4,32,0,0
167,0.7279411764705882,397,297,2,15625000,15625000
168,1.0,419,419,0,0,0
169,0.6767441860465117,424,291,4,0,0
170,0.0111731843575419,358,4,30,0,0
171,0.7674943566591422,443,340,4,0,0
172,0.009216589861751152,404,4,28,0,0
173,0.004597701149425287,435,2,32,0,0
174,0.18457943925233644,428,79,14,0,0
175,1.0,427,427,0,0,0
176,1.0,416,416,0,0,0
177,0.5628140703517588,393,224,2,15625000,15625000
178,1.0,379,379,0,0,0
179,0.4211764705882353,425,179,12,0,0
180,1.0,427,427,0,0,0
181,0.7956730769230769,416,331,0,0,0
182,0.7114427860696517,401,286,0,15625000,15625000
183,1.0,403,403,0,0,0
184,0.00228310502283105,418,1,28,0,0
185,0.07256235827664399,441,32,18,0,109375000
186,0.4718498659517426,373,176,18,15625000,15625000
187,0.04672897196261682,321,15,30,0,0
188,0.002304147465437788,434,1,42,0,0
189,0.00477326968973747,405,2,34,15625000,15625000
190,0.9142212189616253,443,405,0,15625000,15625000
191,0.017699115044247787,339,6,30,0,0
192,0.022727272727272728,396,9,30,0,0
193,0.39746835443037976,395,157,8,0,0
194,0.2817955112219451,387,113,8,0,0
195,0.284037558685446,426,121,12,15625000,15625000
196,0.06297229219143577,386,25,32,0,0
197,1.0,399,399,0,0,0
198,0.8967254408060453,397,356,0,0,0
199,0.0047169811320754715,424,2,24,15625000,15625000
200,0.9232673267326733,404,373,0,15625000,15625000
201,0.008849557522123894,339,3,30,0,0
202,0.7493734335839599,391,299,0,0,0
203,0.5480769230769231,416,228,14,0,0
204,0.3403755868544601,426,145,10,15625000,15625000
205,0.8311345646437994,374,315,0,0,0
206,1.0,432,432,0,0,78125000
207,0.0,416,0,30,0,0
208,0.6185819070904646,408,253,4,0,0
209,0.6,405,243,2,0,0
210,1.0,384,384,0,15625000,15625000
211,0.8557919621749409,422,362,0,0,0
212,1.0,425,425,0,0,0
213,0.17752808988764046,443,79,16,0,0
214,0.01583710407239819,436,7,32,0,0
215,0.2847058823529412,421,121,12,0,0
216,0.01272264631043257,341,5,22,0,0
217,0.49748743718592964,398,198,12,15625000,15625000
218,0.007075471698113208,424,3,30,15625000,15625000
219,0.5913461538461539,415,246,14,0,0
220,0.5989974937343359,396,239,10,0,0
221,1.0,427,427,0,0,0
222,0.009569377990430622,417,4,26,0,0
223,0.4769585253456221,434,207,8,15625000,15625000
224,0.08796296296296297,424,38,14,15625000,15625000
225,0.8281622911694511,419,347,0,15625000,15625000
226,0.33676092544987146,389,131,8,0,0
227,0.011904761904761904,420,5,30,0,0
228,0.5204819277108433,415,216,12,0,0
229,0.49872122762148335,391,195,8,0,0
230,1.0,384,384,0,0,0
231,1.0,403,403,0,0,0
232,0.5022935779816514,436,219,10,0,125000000
233,1.0,438,438,0,0,0
234,1.0,444,444,0,0,0
235,1.0,416,416,0,0,0
236,1.0,390,390,0,15625000,15625000
237,0.34236453201970446,404,139,20,0,0
238,1.0,418,418,0,0,0
239,0.8441860465116279,427,363,0,15625000,15625000
240,1.0,449,449,0,0,0
241,0.014285714285714285,420,6,32,0,0
242,0.7348484848484849,264,194,4,0,0
243,0.745958429561201,433,323,0,0,0
244,1.0,435,435,0,0,0
245,0.18876404494382024,445,84,16,0,0
246,1.0,410,410,0,0,0
247,0.31058823529411766,425,132,12,0,0
248,0.7559055118110236,373,288,0,0,0
249,0.8655660377358491,424,367,2,15625000,15625000
250,0.394919168591224,422,171,8,0,0
251,0.9207459207459208,429,395,0,0,0
252,1.0,389,389,0,0,0
253,0.35185185185185186,428,152,12,0,0
254,1.0,427,427,0,0,0
255,1.0,432,432,0,15625000,15625000
256,0.0024752475247524753,397,1,30,0,0
257,0.5461346633416458,397,219,8,15625000,15625000
258,0.0045351473922902496,441,2,24,0,0
259,0.8556962025316456,393,338,0,0,125000000
260,0.007042253521126761,425,3,20,0,125000000
261,1.0,195,195,0,0,0
262,1.0,432,432,0,15625000,15625000
263,0.16180371352785147,334,61,26,15625000,15625000
264,0.018912529550827423,423,8,32,0,0
265,0.002331002331002331,429,1,32,0,0
266,0.08256880733944955,436,36,18,15625000,15625000
267,1.0,428,428,0,0,0
268,0.843520782396088,409,345,2,0,0
269,0.0,409,0,26,0,0
270,0.03287671232876712,365,12,22,0,0
271,0.7494356659142212,438,332,4,0,0
272,0.8904761904761904,420,374,0,0,0
273,1.0,395,395,0,0,0
274,0.5552884615384616,411,231,14,15625000,15625000
275,0.0,429,0,34,0,0
276,1.0,434,434,0,15625000,15625000
277,0.014563106796116505,395,6,30,0,0
278,0.08200455580865604,436,36,18,15625000,15625000
279,1.0,398,398,0,0,0
280,0.12686567164179105,388,51,14,0,0
281,0.7512315270935961,406,305,0,0,0
282,0.7657004830917874,414,317,0,15625000,15625000
283,0.13317757009345793,425,57,14,15625000,15625000
284,0.004830917874396135,403,2,34,0,0
285,0.9158163265306123,389,359,0,0,0
286,1.0,432,432,0,15625000,15625000
287,1.0,418,418,0,0,0
288,0.8254716981132075,424,350,0,0,0
289,1.0,428,428,0,0,0
290,1.0,425,425,0,0,125000000
291,1.0,427,427,0,0,0
292,0.00228310502283105,418,1,28,0,0
293,0.2663316582914573,398,106,18,0,0
294,0.4457274826789838,433,193,12,0,0
295,0.0023148148148148147,432,1,26,0,0
296,0.6706730769230769,411,279,2,15625000,15625000
297,0.4976190476190476,420,209,6,0,0
298,0.5120772946859904,412,212,10,0,0
299,0.632183908045977,435,275,0,0,125000000
300,0.007263922518159807,403,3,34,0,0
301,0.017587939698492462,398,7,20,0,0
302,0.39952718676122934,420,169,16,0,0
303,0.05822784810126582,383,23,18,0,0
304,0.3843137254901961,247,98,10,0,0
305,1.0,421,421,0,15625000,15625000
306,0.0,432,0,26,0,0
307,1.0,427,427,0,15625000,15625000
308,0.9268867924528302,423,393,0,0,0
309,0.004672897196261682,428,2,30,0,0
310,1.0,418,418,0,0,0
311,0.7937649880095923,417,331,0,15625000,15625000
312,0.0,300,0,38,0,0
313,0.026378896882494004,417,11,28,0,125000000
314,1.0,433,433,0,0,0
315,0.9811320754716981,424,416,0,15625000,15625000
316,0.48243559718969553,420,206,18,0,0
317,0.0024752475247524753,404,1,36,0,0
318,0.01927710843373494,414,8,30,0,0
319,0.014184397163120567,423,6,30,0,0
320,1.0,427,427,0,0,0
321,0.4964871194379391,427,212,0,15625000,15625000
322,0.004807692307692308,397,2,28,15625000,15625000
323,0.004728132387706856,420,2,34,0,0
324,0.53125,416,221,14,15625000,15625000
325,0.7339449541284404,436,320,2,0,0
326,0.5162790697674419,424,222,8,0,0
327,0.8452088452088452,407,344,0,0,0
328,1.0,433,433,0,15625000,15625000
329,0.8845208845208845,407,360,0,15625000,15625000
330,0.8365853658536585,410,343,2,0,0
331,0.8164251207729468,414,338,0,0,0
332,0.7743467933491687,421,326,0,15625000,15625000
333,1.0,401,401,0,0,0
334,0.0045871559633027525,436,2,26,15625000,15625000
335,1.0,397,397,0,0,0
336,0.8018867924528302,424,340,0,0,0
337,0.014285714285714285,420,6,32,0,0
338,1.0,409,409,0,0,0
339,0.48514851485148514,403,196,14,15625000,15625000
340,0.47002398081534774,417,196,10,0,0
341,0.018912529550827423,423,8,36,15625000,15625000
342,0.48598130841121495,423,208,12,0,0
343,0.0072992700729927005,411,3,32,0,0
344,0.1889400921658986,429,82,16,0,125000000
345,0.37244897959183676,392,146,8,0,0
346,0.0,409,0,34,0,0
347,0.5680628272251309,382,217,10,0,0
348,0.8262032085561497,374,309,0,0,0
349,0.2687651331719128,387,111,8,15625000,15625000
350,1.0,427,427,0,0,0
351,1.0,449,449,0,15625000,15625000
352,0.0,422,0,32,0,0
353,0.007009345794392523,424,3,30,0,0
354,0.7488038277511961,417,313,2,0,0
355,0.07823960880195599,409,32,24,15625000,15625000
356,1.0,432,432,0,0,0
357,0.4009111617312073,437,176,8,15625000,15625000
358,0.9448275862068966,435,411,0,0,0
359,0.009411764705882352,425,4,28,0,0
360,0.8048780487804879,287,231,0,15625000,15625000
361,0.34498834498834496,429,148,18,15625000,15625000
362,1.0,427,427,0,0,0
363,0.004662004662004662,422,2,26,15625000,15625000
364,0.9590361445783132,411,398,0,0,0
365,0.43601895734597157,418,184,14,0,0
366,0.8791469194312796,422,371,0,0,0
367,0.01,381,4,24,0,0
368,0.0030864197530864196,286,1,28,0,0
369,0.018604651162790697,430,8,32,0,0
370,0.273972602739726,432,120,18,0,0
371,0.29238329238329236,407,119,20,0,0
372,0.6823821339950372,396,275,2,15625000,15625000
373,1.0,428,428,0,0,125000000
374,0.007075471698113208,412,3,36,0,125000000
375,1.0,427,427,0,0,0
376,0.6706730769230769,411,279,2,0,0
377,0.7757009345794392,428,332,0,0,0
378,1.0,384,384,0,0,0
379,0.6691358024691358,405,271,6,0,0
380,0.8373205741626795,418,350,0,0,0
381,0.20967741935483872,430,91,16,15625000,15625000
382,0.33568075117370894,426,143,10,15625000,15625000
383,0.4937655860349127,401,198,6,0,0
384,0.48009950248756217,402,193,8,0,0
385,0.8778054862842892,400,352,0,0,0
386,0.42824074074074076,423,185,10,0,0
387,1.0,377,377,0,0,125000000
388,0.8883610451306413,421,374,0,0,0
389,0.0069124423963133645,429,3,42,15625000,15625000
390,1.0,413,413,0,15625000,15625000
391,0.4387990762124711,433,190,10,0,0
392,1.0,398,398,0,0,0
393,0.5095693779904307,416,213,8,0,0
394,1.0,390,390,0,0,0
395,1.0,434,434,0,15625000,15625000
396,0.0022727272727272726,436,1,34,0,0
397,1.0,437,437,0,0,0
398,1.0,381,381,0,15625000,15625000
399,0.021897810218978103,411,9,38,0,0
400,0.10513447432762836,409,43,22,0,0
401,0.9506493506493506,385,366,0,0,0
402,0.06963788300835655,349,25,22,15625000,15625000
403,0.0,429,0,26,0,0
404,1.0,432,432,0,0,46875000
405,1.0,416,416,0,0,0
406,0.6784869976359338,423,287,0,0,125000000
407,0.784037558685446,421,334,0,0,0
408,1.0,419,419,0,15625000,15625000
409,0.011737089201877934,426,5,30,0,0
410,0.7649880095923262,417,319,2,0,0
411,1.0,403,403,0,0,0
412,0.18571428571428572,419,78,26,0,0
413,0.864321608040201,398,344,0,0,0
414,0.48484848484848486,429,208,6,0,0
415,0.6697892271662763,424,286,0,0,0
416,1.0,449,449,0,0,0
417,1.0,405,405,0,15625000,15625000
418,0.8758949880668258,418,367,0,0,0
419,0.5798525798525799,407,236,8,0,0
420,0.007009345794392523,416,3,36,0,0
421,0.18899521531100477,414,79,16,15625000,15625000
422,0.4449877750611247,406,182,10,0,0
423,0.8195121951219512,410,336,2,0,0
424,0.35989717223650386,385,140,6,0,0
425,1.0,433,433,0,15625000,15625000
426,0.2331002331002331,418,100,14,15625000,15625000
427,0.8397212543554007,287,241,0,0,0
428,0.6184834123222749,422,261,2,0,125000000
429,0.39443155452436196,425,170,12,15625000,15625000
430,0.5576923076923077,411,232,14,0,0
431,1.0,427,427,0,0,0
432,0.014285714285714285,420,6,32,0,0
433,0.38443396226415094,424,163,10,15625000,15625000
434,0.628140703517588,398,250,2,15625000,15625000
435,0.03282828282828283,394,13,32,0,125000000
436,1.0,420,420,0,0,0
437,0.36768149882903983,421,157,16,0,0
438,0.0787037037037037,424,34,14,0,125000000
